City,PM2_5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI
Patna,201.17,158.08,26.56,22.1,48.63,49.8,1.87,4.72,7.71,0.2,0.54,0.23,362.0
Bengaluru,18.83,56.14,6.08,13.81,11.96,21.62,0.8,7.75,17.83,0.58,3.5,0.82,57.0
Jaipur,46.92,113.69,8.69,20.48,24.92,13.75,0.62,9.98,29.47,0.21,2.71,0.82,120.0
Bengaluru,40.64,91.59,14.27,32.51,36.02,17.39,1.19,4.17,36.64,1.42,4.56,0.82,110.0
Visakhapatnam,8.55,22.06,5.42,21.09,15.63,2.27,0.51,21.46,28.19,2.07,5.72,1.1,45.0
Ahmedabad,132.08770588235294,141.54,71.03732394366197,18.653352112676057,30.548411764705882,16.645,71.03732394366197,64.84245070422536,28.18176470588235,0.0,0.0,0.0,260.40175953079176
Bengaluru,52.08,109.02,8.9,32.63,6.48,29.57,0.83,6.29,37.14,1.28,2.0,0.82,94.0
Jorapokhar,217.13,246.1,11.74,13.07,23.85,6.85,0.32,72.63,24.22,1.01,2.76,0.82,176.0
Other Cities,20.93,64.03,6.33,21.44,16.33,58.7,0.52,8.94,13.74,4.8,0.14,1.16,86.0
Chennai,20.95,34.1,6.89,10.0,16.8,61.47,0.46,5.58,22.78,0.05,1.14,0.82,47.0
Ahmedabad,26.17,62.14,1.93,14.73,8.61,16.645,0.77,5.5735714285714275,56.28,2.65,16.72,0.84,125.0
Gurugram,29.49,68.99,5.39,7.7,12.69,39.69,0.47,13.01,22.34,1.99,6.01,10.64,60.0
Gurugram,143.64,395.4,12.93,17.68,13.024999999999999,39.69,0.705,6.865,11.545,0.86,8.63,10.64,348.6
Jorapokhar,18.84,98.46,25.19,10.59,23.85,9.11,0.87,28.11,27.76,1.01,2.76,0.82,92.0
Hyderabad,70.92,96.84,4.74,21.28,18.48,21.43,1.05,3.85,48.14,0.57,2.94,0.46,125.0
Thiruvananthapuram,23.55,46.65,1.62,8.7,0.0,2.64,0.0,2.02,6.23,1.01,2.76,0.82,61.2
Amritsar,79.32,200.53,17.48,12.94,13.12,14.62,0.37,6.19,21.93,2.21,3.29,1.88,90.0
Bengaluru,17.61,52.32,3.0,16.86,16.68,7.94,0.77,7.14,31.87,0.28,1.2,0.82,73.0
Mumbai,25.5,58.53,123.26,8.94,20.1,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Jorapokhar,159.44,288.67,9.92,10.84,23.85,6.37,0.0,92.27,31.6,1.01,2.76,0.82,317.0
Visakhapatnam,24.24063583815029,66.76670520231214,7.796011560693642,11.486176470588237,0.0,8.347142857142858,0.0,8.528554913294798,10.212457142857144,0.0,0.0,0.0,125.90147783251231
Thiruvananthapuram,35.35,67.65,0.92,5.28,3.52,4.45,0.67,6.33,54.39,1.01,2.76,0.82,77.0
Gurugram,226.56,202.6655652173913,9.1,21.96,18.6,39.69,0.51,7.74,28.13,2.24,4.587262357414448,10.64,301.0
Hyderabad,76.7,143.27,5.09,40.26,25.3,11.35,0.76,5.68,29.72,2.85,16.56,1.84,161.0
Delhi,93.14,271.06,73.82,73.49,59.27,37.41,0.72,46.69,41.04,2.0,15.72,0.0,223.0
Gurugram,46.25,395.4,4.14,24.74,22.40233128834356,39.69,1.0,6.48,30.77,0.0,0.0,10.64,68.0
Patna,272.9,158.08,31.92,73.46,39.23,49.8,2.83,37.73,50.43,0.62,3.12,1.93,448.0
Mumbai,25.5,58.53,123.26,8.94,84.58,7.21,0.0,5.816949152542373,17.24,0.0,0.0,0.0,73.0
Patna,164.86,158.08,42.8,136.34,62.19,49.8,2.09,45.05,72.81,0.39,3.42,1.08,319.0
Mumbai,25.5,58.53,123.26,8.94,57.53,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Jorapokhar,86.25,263.41,24.3,11.62,23.85,8.91,2.0882539682539685,29.16,30.43,1.01,2.76,0.82,235.0
Patna,83.78765060240964,158.08,6.143614457831325,22.018493975903613,21.643734939759035,49.8,0.0,6.426506024096386,17.817228915662653,0.0,0.0,0.0,167.1046511627907
Delhi,214.24,342.13,49.66,83.62,95.98,49.4,2.1,22.68,101.15,5.57,17.11,0.0,367.0
Hyderabad,32.46,93.0,10.07,6.24,16.24,24.94,0.64,8.3,20.17,0.4881081081081081,0.9286486486486487,14.955675675675677,117.0
Jorapokhar,88.14,153.71,9.67,10.19,23.85,6.34,0.0,113.82,14.91,1.01,2.76,0.82,178.0
Visakhapatnam,27.46,64.44,1.0050000000000001,0.5052941176470611,0.0,0.17,0.0,3.745,61.89571428571429,0.0,0.0,0.0,116.22167487684729
Chennai,53.69,48.55,22.35,29.04,37.17,19.91,2.05,9.01,20.45,0.13,11.84,0.82,153.0
Chennai,13.03,27.27,13.91,15.33,22.26,29.75,0.57,8.6,31.21,3.25,5.53,0.82,82.0
Gurugram,405.74,395.4,7.91,10.1,17.956472392638037,39.69,0.9545652173913044,6.0,16.66,3.18,31.75,10.64,602.0
Other Cities,35.38,63.42,1.42,11.76,7.42,7.98,0.0,7.23,34.99,0.36,0.81,0.1,43.0
Delhi,76.35,363.7,14.0,26.97,27.19,33.13,1.05,8.96,28.38,1.98,18.57,0.48,294.0
Other Cities,77.1,156.58,12.15,11.78,14.9,25.82,0.69,6.58,6.12,6.54,0.24,0.64,127.0
Hyderabad,34.8,77.97,5.0,36.6,11.62,23.81,0.15,4.51,53.61,0.03,0.61,0.19,86.0
Mumbai,25.5,58.53,123.26,8.94,23.14,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Hyderabad,29.53,80.84,5.28,10.13,13.79,9.32,0.87,7.72,21.04,1.26,4.59,0.62,95.0
Delhi,97.16,188.39,15.83,57.63,65.15,43.23,8.4,20.15,70.29,1.68,4.74,2.3478861788617884,345.0
Thiruvananthapuram,28.37,54.46,7.83,10.35,10.24,9.36,0.97,6.45,30.78,1.01,2.76,0.82,64.0
Patna,162.64,158.08,6.93,24.67,10.59,49.8,1.14,32.73,69.1,2.94,24.28,10.18,313.0
Other Cities,33.53,45.85,8.7,14.46,15.45,85.95,0.05,4.48,33.81,0.47,266.28,2.75,82.0
Visakhapatnam,21.97,81.58,12.77,26.51,24.58,8.56,0.52,22.25,12.68,4.77,8.46,2.71,76.0
Gurugram,57.76,395.4,1.94,7.52,4.96,39.69,0.34,2.37,26.81,0.86,8.63,10.64,91.0
Amritsar,74.08,126.26,12.63,8.34,20.97,5.08,0.53,5.85,42.98,0.97,2.83,5.77,132.0
Patna,87.32,158.08,15.29,17.48,32.79,49.8,1.14,6.36,13.38,0.12,0.69,0.2,186.0
Lucknow,194.98,97.965,76.89,72.25,99.86,36.71,2.03,10.0,13.86,2.88,2.33,0.82,387.0
Other Cities,30.37,66.61,3.69,16.78,20.42,7.0,0.49,2.61,21.3,4.27,12.23,0.11,75.0
Jaipur,64.78,99.43,24.97,10.69,51.05,4.73,0.73,7.29,11.1,0.0,0.57,0.82,149.0
Hyderabad,62.32,115.04,10.84,35.19,9.17,18.65,0.0,10.09,57.4,0.03,0.37,0.06,137.0
Lucknow,73.23,97.965,11.67,61.01,34.12,36.16,0.5,9.89,32.0,0.0,0.0,0.82,164.0
Gurugram,65.59,395.4,2.33,6.79,4.98,39.69,0.33,2.85,35.97,0.86,8.63,10.64,245.0
Thiruvananthapuram,15.46,37.03,1.93,6.97,5.22,2.97,1.01,3.4,7.56,1.01,2.76,0.82,60.0
Chennai,55.1,48.55,7.89,19.88,14.78,52.01,0.81,5.48,31.74,0.0,1.19,0.82,109.0
Mumbai,11.81,53.97,13.1,9.36,21.39,3.07,0.25,8.85,19.15,0.7,1.44,0.45,54.0
Ahmedabad,29.87,141.54,13.53,14.69,28.22,16.645,13.53,14.56,9.6,8.99,19.6,7.22,316.0
Jaipur,60.28,139.44,28.68,42.35,24.54,26.06,0.0,12.47,42.49,6.13,4.96,0.82,154.0
Lucknow,42.07,97.965,8.79,27.52,24.31,28.91,0.62,9.14,6.19,0.14,1.33,0.82,60.0
Delhi,93.97,218.72,34.09,56.55,61.22,35.13,1.35,19.81,53.31,4.38,27.74,0.44,216.0
Bengaluru,50.19,123.42,14.97,40.42,46.02,22.94,1.01,7.67,30.95,0.46,2.07,0.82,101.0
Other Cities,35.27,59.03,27.23,6.7,33.44,7.6,1.45,9.78,2.28,0.0,14.42,2.18,110.0
Chennai,48.62,48.55,7.39,12.94,18.87,19.66,1.05,7.3,51.3,0.39,0.39,0.82,131.0
Jorapokhar,217.13,153.48,8.83,10.65,23.85,6.78,0.33,53.45,17.92,1.01,2.76,0.82,125.0
Mumbai,25.5,58.53,78.03727272727272,13.741724137931033,56.04,7.21,1.7,158.72647058823532,17.1,0.0,0.0,0.0,73.0
Gurugram,31.8,86.25,5.26,11.95,8.78,35.85,0.43,14.66,61.31,1.67,2.69,2.4,94.0
Delhi,74.48,233.49,47.15,61.53,76.01,36.64,1.63,15.19,55.95,4.37,34.84,0.15,230.0
Patna,100.96,158.08,22.85,16.68,39.32,49.8,1.27,6.27,9.8,0.28,2.3,0.83,154.0
Gurugram,75.08,395.4,2.87,6.07,8.95,39.69,1.34,2.88,42.03,0.86,8.63,10.64,112.0
Chennai,64.89,48.55,9.85,15.17,20.9,33.16,1.33,22.46,19.37,6.14,1.93,0.82,120.0
Ahmedabad,106.45,141.54,56.46,78.1,50.03,16.645,56.46,83.62,55.5,4.08,32.39,7.0,967.0
Thiruvananthapuram,48.75,85.45,9.38,26.54,21.71,12.97,0.91,8.56,58.43,1.01,2.76,0.82,82.0
Lucknow,45.14,97.965,20.7,22.41,6.24,8.91,1.77,4.55,24.9,0.33,0.19,0.82,135.0
Hyderabad,36.13,73.3111111111111,5.02,13.02,18.04,18.275972222222222,0.79,6.06,35.42,0.13,0.82,0.08,101.0
Other Cities,12.93,33.06,3.56,5.99,9.63,6.63,0.28,4.03,17.99,1.58,4.7,0.3,38.0
Mumbai,21.65,114.38,22.82,13.17,36.0,7.21,1.76,22.6,23.08,0.17,1.44,0.45,105.0
Patna,96.55572289156626,158.08,6.397349397590361,20.96777108433735,24.551927710843376,49.8,0.0,5.587228915662651,18.864698795180722,0.0,0.0,0.0,220.47674418604652
Mumbai,25.5,58.53,123.26,8.94,25.47,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Gurugram,479.2,395.4,7.02,12.81,21.05463190184049,39.69,0.64,2.86,56.49,0.03,1.65,10.64,550.0
Ahmedabad,58.71,141.54,12.69,70.34,31.99,16.645,12.69,66.1,2.16,4.18,32.32,7.06,398.0
Chennai,73.87,48.55,10.86,19.64,29.8,33.53,1.1,13.49,24.64,0.34,0.54,0.82,148.0
Jaipur,54.54,105.01,13.38,29.52,35.78,29.01,0.95,10.76,40.58,1.29,7.6,0.82,124.0
Mumbai,25.5,58.53,123.26,8.94,70.8632688172043,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Other Cities,34.11,59.01,7.96,10.78,24.62,2.48,0.56,12.44,16.46,0.0,12.95,1.09,55.0
Delhi,81.3,280.23,24.07,45.87,47.31,41.0,1.06,15.1,51.32,2.83,23.2,0.43,284.0
Patna,295.69,158.08,26.42,15.35,19.93,49.8,2.42,33.72,58.98,4.87,30.99,18.76,447.0
Bengaluru,20.13,105.61,7.33,42.34,0.0,17.605,0.77,4.8,25.9,3.65,2.04,0.82,88.0
Delhi,38.54,80.35,16.87,31.0,33.32,35.33,1.07,9.43,27.74,2.58,28.18,0.33,104.0
Chennai,91.14,48.55,1.76,11.27,8.64,72.18194174757282,0.0,4.78,31.95,0.12,0.02,0.82,125.0
Mumbai,25.5,58.53,123.26,8.94,28.48,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Hyderabad,47.03,93.0,5.53,20.44,25.97,24.94,0.38,2.66,30.88,0.65,5.12,1.12,120.0
Visakhapatnam,62.3,101.33,32.35,42.11,46.79,13.2,1.32,6.48,50.55,7.39,9.91,8.19,98.0
Bengaluru,40.41,78.71,11.32,64.96,0.0,24.68,1.08,8.65,50.274,3.918,2.55625,0.82,83.0
Bengaluru,15.34,44.08,8.05,16.14,20.57,9.22,0.88,5.36,17.88,0.82,2.71,0.82,64.0
Patna,177.59,210.76,67.57,36.23,98.56,18.88,4.05,12.23,12.94,1.28,1.32,3.76,311.0
Mumbai,25.5,58.53,52.327999999999996,10.47655172413793,44.13,7.21,1.72,110.7564705882353,76.255,0.0,0.0,0.0,73.0
Chennai,73.75,48.55,6.56,28.44,15.04,115.57417475728155,0.26,13.26,79.47,0.17,0.67,0.82,170.0
Jorapokhar,217.13,159.26,10.25,9.93,23.85,6.96,0.42,75.98666666666666,35.74,1.01,2.76,0.82,144.0
Patna,49.24,158.08,14.97,70.91,31.38,49.8,0.9,30.11,109.79,6.16,57.95,30.04,175.0
Jaipur,47.73,142.31,3.24,19.85,19.01,26.7,0.6,11.32,75.42,1.64,3.0,0.82,121.0
Lucknow,63.28,97.965,11.76,30.13,25.34,38.89,1.38,5.5,30.3,2.18,6.89,0.82,149.0
Hyderabad,29.75,70.39777777777778,2.57,11.1,13.67,17.706805555555558,1.29,1.97,15.25,0.19,1.32,0.09,117.0
Other Cities,47.72,106.01,10.27,4.3,10.48,6.15,0.54,9.55,22.98,4.48,1.08,2.68,108.0
Jaipur,67.74,147.77,31.18,16.57,20.46,43.52,0.0,13.37,35.43,2.61,3.94,0.82,173.0
Ahmedabad,78.7,141.54,43.78,42.9,53.6,16.645,43.78,31.43,20.06,8.43,59.55,1.17,523.0
Jorapokhar,217.13,255.57,12.79,12.41,23.85,6.8,0.3,125.48,22.65,1.01,2.76,0.82,214.0
Ahmedabad,192.35,141.54,9.39,29.04,38.43,16.645,9.39,29.18,33.21,22.88,52.49,10.86,381.0
Ahmedabad,64.45,183.89,51.32,58.92,82.4,16.645,51.32,66.72,9.64,2.14,32.05,0.52,588.75
Amritsar,41.4,62.53,13.62,21.1,23.64,29.47,0.0,5.88,22.06,2.199344262295082,0.9587500000000001,0.364,66.0
Bengaluru,63.28,110.14,5.87,23.23,19.92,11.87,0.75,7.38,80.57,0.6,1.61,0.82,128.0
Bengaluru,18.72,71.86,13.35,42.47,30.26,26.038333333333334,0.86,2.58,24.47,0.0,0.0,0.82,68.0
Bengaluru,15.02,33.56,3.18,13.05,11.82,35.53,1.28,2.96,35.05533333333334,0.8433333333333333,2.09,0.82,141.0
Ahmedabad,66.18926470588235,141.54,166.32830985915493,27.463380281690142,45.3810294117647,16.645,166.32830985915493,62.82112676056338,17.95441176470588,2.7872727272727276,10.238181818181818,0.6054545454545455,109.50439882697947
Delhi,96.56,203.67,17.46,52.77,62.06,30.32,4.63,15.8,59.88,3.47,9.68,2.29,290.0
Gurugram,112.7,430.89,110.23,79.05,129.67,39.69,0.49,11.16,32.6,0.0,0.0,10.64,276.0
Patna,60.08,158.08,15.84,62.34,25.75,49.8,1.29,23.52,37.62,2.96,39.6,13.79,91.0
Gurugram,34.18,395.4,4.2,30.49,22.21644171779141,39.69,1.4,5.41,13.08,0.0,0.0,10.64,88.0
Jaipur,52.41,95.02,8.34,16.29,10.69,31.7,0.0,8.48,77.47,1.02,1.19,0.82,116.0
Amritsar,71.36,120.11,85.38,81.76,70.69,92.54,0.53,23.288076923076925,24.38,5.9,2.24,11.17,118.0
Jaipur,26.72,119.22,4.96,28.13,51.05,17.73,0.23,9.36,19.97,0.0,0.2866666666666667,0.82,110.0
Jaipur,70.1,75.55,10.55,6.16,51.05,8.17,0.81,9.02,13.83,0.0,0.26,0.82,149.0
Lucknow,94.26,97.965,4.28,28.97,21.89,34.28,0.66,7.86,8.51,0.0,0.0,0.82,179.0
Ahmedabad,23.62,94.06,5.9,20.92,14.59,16.645,0.85,16.22,44.32,5.27,23.65,6.7,101.0
Patna,152.52,158.08,176.54,114.12,259.54,49.8,1.88,2.18,23.5,0.19,0.76,0.52,315.0
Delhi,211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,6.65,15.45,3.36,358.0
Amritsar,62.09,138.1,30.94,29.75,56.49,8.44,0.02,2.4,16.41,7.86,2.59,8.49,126.0
Lucknow,151.16,97.965,16.17,44.85,36.76,27.52,1.15,7.29,37.03,1.46,2.48,0.82,312.0
Delhi,53.03,118.1,9.54,23.64,21.9,28.33,0.83,18.38,49.51,1.88,11.18,0.04,126.0
Mumbai,25.5,58.53,123.26,8.94,27.97,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Other Cities,172.05,381.02,48.0,45.34,93.33,10.19,2.62,10.8,17.65,0.07,3.07,0.12,321.0
Ahmedabad,29.52,141.54,16.94,14.88,31.82,16.645,16.94,8.56,40.65,0.0,0.0,0.02,301.0
Delhi,20.17,174.14796610169492,20.61,21.95,4.61,27.09,0.0,10.859634146341463,24.07341463414634,0.07,0.0,0.0,32.0
Chennai,51.01,48.55,6.6,28.5,15.07,118.94912621359224,0.19,2.57,32.88,0.73,1.94,0.82,118.0
Mumbai,51.24,174.07,44.986666666666665,31.333333333333332,76.32,7.21,2.93,24.08,47.64,4.26,1.44,0.45,151.0
Patna,62.99,158.08,9.98,61.02,21.86,49.8,1.37,43.39,108.7,1.7,14.77,6.36,204.0
Patna,65.93,158.08,38.72,102.79,50.13,49.8,1.85,25.63,36.13,3.4,35.7,17.87,108.0
Chennai,44.5,48.55,10.67,16.44,27.1,27.07,0.74,4.94,36.56,0.05,0.14,0.82,70.0
Jaipur,31.01,72.81,10.98,34.89,38.69,45.45,0.75,11.96,30.88,2.03,9.83,0.82,83.0
Thiruvananthapuram,13.93,33.76,0.99,4.5,2.43,1.48,0.74,1.74,29.83,1.01,2.76,0.82,60.0
Ahmedabad,45.78,141.54,9.96,9.205,19.17,16.645,9.96,15.09,20.615000000000002,2.17,7.279999999999999,1.43,168.25
Other Cities,20.16,40.33,4.07,17.06,15.51,11.24,1.44,27.39,0.68,0.0,0.0,0.0,79.0
Jaipur,52.1,126.26,12.6,35.04,41.54,13.08,0.84,8.44,83.94,0.42,12.65,0.82,153.0
Patna,46.79,158.08,11.96,42.92,18.38,49.8,1.22,44.3,73.77,1.49,15.19,5.91,121.0
Bengaluru,44.32,118.8,12.34,38.3,37.28,16.05,0.94,5.15,47.32,1.25,4.25,0.82,108.0
Visakhapatnam,54.84,126.53,3.32,33.09,20.3,11.44,0.72,5.12,69.7,1.36,3.45,0.28,114.0
Thiruvananthapuram,77.51,112.18,4.21,10.58,7.92,4.23,1.56,8.29,57.6,1.01,2.76,0.82,149.0
Lucknow,32.77,97.965,10.77,25.75,22.32,25.53,0.85,6.62,57.39,0.04,0.05,0.82,100.0
Patna,44.93,112.36,43.36,48.88,59.45,11.56,1.64,11.83,20.63,0.15,4.09,0.38,142.0
Patna,284.03,158.08,86.66,43.49,129.92,49.8,2.16,8.81,22.66,0.43,1.12,0.85,430.0
Jaipur,30.87,66.13,10.12,34.98,37.66,40.5,0.93,11.67,34.1,2.6,21.62,0.82,81.0
Hyderabad,60.26,107.15,3.47,41.85,24.88,17.74,0.59,5.07,34.63,1.89,10.08,1.4,120.0
Chennai,40.0,47.83,10.76,13.91,21.85,25.99,0.9,5.86,36.29,0.04,0.04,0.82,81.0
Patna,133.66,158.08,11.96,21.0,32.97,49.8,1.33,6.62,26.4,0.13,0.41,0.15,284.0
Mumbai,29.55,100.84,20.58,5.19,25.73,7.21,1.5,28.83,21.98,0.55,1.44,0.45,98.0
Chennai,50.43,48.55,8.33,22.98,16.1,143.57,0.54,11.23,42.02,0.05,0.08,0.82,71.0
Visakhapatnam,21.74,83.35,6.69,23.61,17.99,9.78,0.59,8.98,15.06,4.52,7.78,2.59,80.0
Other Cities,21.78,55.17,3.0,5.53,8.59,9.64,0.34,3.9,27.39,0.93,8.51,0.52,50.0
Patna,376.52,158.08,60.77,34.29,95.07,49.8,2.97,8.46,14.68,0.31,0.99,0.78,482.0
Hyderabad,71.7,142.41,7.93,45.42,29.77,14.25,0.67,17.59,44.23,3.83,29.95,1.78,139.0
Mumbai,25.5,58.53,123.26,8.94,84.02,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Visakhapatnam,37.12,98.86,22.24,43.05,40.98,2.37,1.1,6.17,39.97,4.52,11.43,2.9,105.0
Lucknow,51.36,97.965,5.57,10.81,4.64,8.91,1.48,9.86,26.45,0.14,0.21,0.82,108.0
Gurugram,350.49,481.04,41.37,60.71,72.07,39.69,1.79,1.71,35.2,2.0,6.02,10.64,425.0
Visakhapatnam,26.75,100.5,10.06,35.87,27.26,5.77,0.59,23.57,7.95,3.32,6.01,1.49,128.0
Delhi,55.38,190.11,19.09,37.79,37.41,27.06,1.1,16.82,38.73,2.51,24.05,0.27,153.0
Bengaluru,32.61,44.65,10.09,28.07,15.1,26.16,0.48,4.64,9.9,1.41,2.03,0.82,67.0
Visakhapatnam,82.35,135.92,4.34,27.44,18.12,12.38,0.84,5.79,86.41,4.37,9.29,2.48,160.0
Hyderabad,79.25,105.66,8.72,22.09,29.96,10.53,1.17,8.71,24.41,1.22,7.57,1.47,160.0
Delhi,138.5,243.43,50.47,53.71,73.96,37.5,1.51,11.4,33.94,4.43,27.09,0.51,297.0
Gurugram,45.11,395.4,2.64,7.72,4.95,39.69,0.22,2.08,34.26,0.86,8.63,10.64,115.0
Mumbai,25.5,58.53,123.26,8.94,54.44,7.21,0.0,193.86,17.24,0.0,0.0,0.0,73.0
Hyderabad,50.03,90.53,3.44,4.47,6.21,12.04,0.96,8.04,36.49,1.16,6.74,1.52,103.0
Ahmedabad,27.79,141.54,37.69,41.59,48.41,16.645,37.69,39.2,13.74,6.64,55.54,1.1,508.0
Chennai,67.33,48.55,6.0,7.21,10.45,175.4,0.77,4.08,19.9,4.77,8.12,0.82,137.0
Delhi,47.43,60.61,17.03,55.78,61.54,44.64,0.86,15.1,81.26,2.32,5.23,0.0,165.0
Hyderabad,47.03,93.0,4.6,24.99,29.59,24.94,0.42,4.03,47.29,0.45,5.94,1.1,120.0
Gurugram,150.64249999999998,395.4,2.4375,3.0599999999999996,5.512499999999999,39.69,0.5325,3.4574999999999996,16.02,0.86,8.63,10.64,147.4
Bengaluru,36.83,70.46,4.6,24.35,13.81,17.12,23.56,6.64,39.61,6.11,3.89,0.82,140.0
Lucknow,41.71,97.965,10.46,29.19,26.07,28.44,0.99,6.44,9.69,0.1,0.46,0.82,83.0
Other Cities,44.25,73.73,7.85,2.25,10.1,2.06,1.01,1.66,6.15,0.0,0.17,2.52,136.0
Patna,35.8,158.08,36.12,24.01,60.15,49.8,1.43,0.83,10.7,0.22,1.06,0.8,63.0
Patna,41.66,158.08,24.65,70.17,33.13,49.8,1.43,46.2,44.08,3.11,31.33,17.37,92.0
Lucknow,742.67,97.965,3.53,18.77,4.22,8.91,15.69,178.93,27.51,2.49,4.78,0.82,607.0
Chennai,54.64,48.55,7.63,20.9,15.09,21.69,0.81,5.57,29.89,0.0,5.96,0.82,127.0
Lucknow,100.95,97.965,15.34,66.08,9.077473684210517,8.91,1.77,6.92,90.9,2.0,5.18,0.82,312.0
Bengaluru,23.33,66.23,22.69,17.92,32.55,19.65,0.79,7.56,11.59,0.32,2.43,0.82,68.0
Jaipur,96.02,109.14,4.74,33.55,34.61,22.12,0.7,6.96,71.61,0.32,3.79,0.82,173.0
Gurugram,49.7,87.4,7.51,15.9,12.04,36.33,0.69,15.2,53.97,2.06,2.74,2.7,99.0
Other Cities,88.36,121.77,3.7,20.23,13.75,13.72,0.12,14.02,117.93,0.24,2.92,0.03,198.0
Patna,139.06,158.08,12.09,17.46,11.98,49.8,1.64,49.89,51.76,0.49,4.87,1.71,326.0
Ahmedabad,19.15,78.8,3.93,19.59,12.47,16.645,0.51,8.727142857142855,61.79,4.14,25.58,1.62,125.0
Bengaluru,34.24,78.0,11.34,22.99,27.53,16.13,0.97,6.61,20.89,0.67,2.32,0.82,80.0
Bengaluru,15.96,42.66,5.09,21.56,21.45,12.36,0.63,7.4,25.53,0.61,1.14,0.82,48.0
Jorapokhar,217.13,197.7,10.28,11.84,23.85,6.93,0.31,59.55,23.47,1.01,2.76,0.82,160.0
Chennai,29.41,48.55,4.57,9.36,6.96,36.503883495145644,0.36,7.94,33.18,0.09,0.09,0.82,73.0
Patna,47.48,158.08,6.33,4.67,5.06,49.8,1.37,35.21,50.18,1.34,13.56,5.0,100.0
Patna,43.43,158.08,6.75,11.39,18.15,49.8,0.54,2.02,9.68,0.08,0.39,0.13,81.0
Ahmedabad,51.54,141.54,13.48,51.04,34.95,16.645,13.48,37.58,6.9,5.61,31.16,0.65,297.0
Amritsar,37.31,87.52,22.45,18.78,31.81,13.86,0.75,10.47,43.73,1.29,1.09,8.72,87.0
Bengaluru,40.81,70.46,6.5,29.77,14.91,14.21,2.57,3.46,32.11,5.2,1.96,0.82,71.0
Ahmedabad,214.67,141.54,57.37,42.21,99.57,16.645,57.37,22.18,96.71333333333334,41.22,93.71,13.41,546.5
Patna,55.69,158.08,9.09,26.34,12.34,49.8,1.1,43.59,56.73,1.35,14.22,4.68,116.0
Thiruvananthapuram,24.32,49.88,1.13,6.3,8.58,2.55,0.82,0.96,33.61,1.01,2.76,0.82,62.0
Patna,91.26,158.08,2.03,2.98,5.02,49.8,1.0,4.57,13.69,0.11,0.71,0.24,215.0
Hyderabad,15.95,38.56,1.88,8.82,5.39,5.7,0.39,3.28,19.48,0.2,1.44,0.37,42.0
Visakhapatnam,30.35,77.62,14.44,35.76,28.26,10.98,0.79,28.78,44.58,5.45,9.42,6.04,87.0
Patna,31.96,158.08,8.78,34.19,14.17,49.8,0.59,32.85,54.35,2.0,39.52,8.37,72.0
Hyderabad,11.04,20.0,5.27,21.19,15.02,17.01,0.37,8.75,16.13,0.52,3.67,0.34,72.0
Ahmedabad,143.07,141.54,5.85,73.39,40.17,16.645,5.85,132.05,42.6,15.08,0.51,4.07,291.0
Jorapokhar,217.13,50.86,7.09,7.11,23.85,6.58,0.26,22.57,23.63,1.01,2.76,0.82,81.0
Hyderabad,41.99,103.25,11.78,41.0,28.75,22.04,1.06,6.03,40.99,1.16,6.37,1.79,100.0
Delhi,43.22,161.76,7.58,26.95,21.37,25.79,0.83,14.49,66.77,1.7,16.71,0.05,156.0
Gurugram,67.55,172.63495652173913,8.71,25.08,22.39,39.69,0.63,6.05,18.83,0.07,4.7009125475285165,10.64,112.0
Bengaluru,43.73,116.74,8.61,29.7,32.81,14.79,0.73,6.55,65.46,0.9,3.55,0.82,118.0
Delhi,316.09,449.06,40.57,60.58,66.4,58.04,2.16,9.92,29.05,6.86,39.35,1.05,452.0
Ahmedabad,85.33,163.52,59.34,54.08,67.01,16.645,59.34,64.71,75.45,1.42,32.61,0.56,1226.0
Other Cities,33.19,42.17,2.92,0.3,3.85,22.71,0.3,8.78,13.38,0.12,0.38,0.36,61.0
Jaipur,28.09,63.19,4.25,22.66,22.46,20.43,0.85,16.07,64.54,0.46,2.77,0.82,100.0
Visakhapatnam,82.35,172.13,14.68,54.91,41.05,11.96,1.05,8.89,76.15,5.64,10.83,3.56,158.0
Chennai,25.42,48.55,4.57,10.18,12.76,131.7257281553398,3.27,4.42,9.59,0.44,1.3,0.82,256.0
Thiruvananthapuram,12.52,34.19,1.77,7.47,5.37,2.97,0.92,3.21,5.1,1.01,2.76,0.82,58.0
Ahmedabad,149.03,141.54,11.49,0.16,11.65,16.645,11.49,10.07,7.27,1.71,5.72,0.19,248.0
Hyderabad,39.91,137.19,7.64,38.9,25.41,13.84,0.68,8.55,28.72,4.92,39.42,4.6,114.0
Jaipur,54.63,150.31,5.06,26.69,31.74,21.56,0.72,9.94,100.86,1.17,2.95,0.82,134.0
Hyderabad,14.82,48.14,5.14,16.19,11.5,25.25,0.28,11.93,19.58,0.26,1.95,0.09,51.0
